Ticker,Exp_Return_15D,Volatility_Risk,Sharpe_Score,Kelly_Raw,Suggested_Weight
00994A,0.00657,0.010172991391510263,0.26095065895194536,63.47400053551953,0.2
3430,0.007618,0.014238990677760114,0.26054081426441045,37.57333386600218,0.2
1802,0.0067,0.01076359414135533,0.26000286923030647,57.81891828815895,0.2
6585,0.01004,0.023659031209451616,0.25971378198091744,17.937092537794395,0.2
5315,0.005344,0.005581439226872397,0.25967041518469997,171.5559609034008,0.2
00891,0.005344,0.005692315882072085,0.2582790104113493,164.93781189558007,0.2
1225,0.006382,0.009788095569226787,0.2574618331435495,66.61309567483254,0.2
7631,0.005688,0.007091846428926381,0.2574575937482328,113.08866476184521,0.2
6691,0.00651,0.010328525297532858,0.25708911813575464,61.04034281437215,0.2
3031,0.00793,0.015913454298382514,0.25642365429163677,31.302332393574968,0.2
00925,0.006847,0.011717471840506026,0.25628853031729015,49.87198955474148,0.2
8103,0.007786,0.015552709918260707,0.2548316381744985,32.187773686520465,0.2
00686R,0.00515,0.005257102657070076,0.25422398236187876,186.33778603693995,0.2
4906,0.01155,0.03048833525042615,0.25393110688095116,12.426491476554956,0.2
4109,0.00523,0.005624589176474083,0.2535783819217858,165.31639235101747,0.2
8473,0.006645,0.011212686521263372,0.2535109337735471,52.85533961283193,0.2
2441,0.006134,0.009205790400280205,0.2534118118718401,72.38089640842074,0.2
6725,0.008484,0.01852363952146628,0.25307176785854324,24.725336980555586,0.2
2302,0.00576,0.007776813533807901,0.2528972221045681,95.24312873011102,0.2
2023,0.00885,0.02,0.25285993303571425,22.125244140625,0.2
6532,0.0066,0.011274077059201635,0.25117633074841034,51.92113568240034,0.2
6205,0.00793,0.016603776075780022,0.2508225883818886,28.75357742473611,0.2
6613,0.00804,0.017169153872789597,0.24997181672034383,27.279279707593233,0.2
6146,0.00574,0.007969718301134226,0.24994296009638628,90.38797065033108,0.2
