Ticker,Date,Pred_5d,Pred_20d,Pred_60d,Uncertainty_5d,Uncertainty_20d,Uncertainty_60d
2347,2026-08-10,0.06607893,0.07950645,0.1377919,0.023114543,0.03393184,0.029713864
2348,2026-08-10,-0.071526006,-0.1792055,-0.18793087,0.017062468,0.024242058,0.028367868
2349,2026-08-10,-0.13514188,-0.18949324,-0.24130227,0.026217991,0.036157843,0.04165815
2351,2026-08-10,-0.15567012,-0.053565986,-0.21422608,0.054142267,0.06019967,0.056220967
2352,2026-08-10,-0.08078609,-0.1222523,-0.12888354,0.018060232,0.03265145,0.031674664
2353,2026-08-10,0.04400938,0.07101424,0.12700619,0.029946031,0.034511235,0.036095653
2354,2026-08-10,0.02236342,0.023908053,-0.021400131,0.021285374,0.032062538,0.04363893
2355,2026-08-10,-0.012199104,0.051932648,0.019676566,0.017476905,0.02382227,0.02114948
2356,2026-08-10,-0.10364197,-0.15735985,-0.12521137,0.021244172,0.024822444,0.02579844
2357,2026-08-10,0.028929913,-0.025234317,-0.11964571,0.026479794,0.023819698,0.03480183
2359,2026-08-10,-0.14463377,-0.14129461,-0.16472872,0.058383368,0.050706744,0.052658524
2360,2026-08-10,-0.021487506,-0.02674646,-0.082629584,0.022200707,0.030237619,0.030760882
2362,2026-08-10,-0.0333276,0.08573982,0.12764992,0.028450845,0.04178123,0.03963608
2363,2026-08-10,-0.06128691,-0.05023372,-0.11227474,0.03351994,0.044482283,0.043809414
2364,2026-08-10,0.3765288,0.63349634,0.6042192,0.06316469,0.0974052,0.07913715
2365,2026-08-10,-0.06757418,-0.017689409,-0.005658879,0.023090886,0.026740627,0.020886924
2367,2026-08-10,-0.08998512,-0.112127975,-0.115397245,0.028568609,0.03036797,0.030702675
2368,2026-08-10,-0.08316409,-0.13564648,-0.2104929,0.023930442,0.024310116,0.035624925
2369,2026-08-10,-0.057364758,0.12810747,0.21031974,0.04648171,0.07654177,0.07087568
2371,2026-08-10,-0.07917711,-0.08925488,-0.094488226,0.018206785,0.022329787,0.02641233
2373,2026-08-10,0.0156939,0.013859353,-0.013031272,0.018782377,0.020941496,0.020434452
2374,2026-08-10,-0.013042582,-0.01684003,-0.11723091,0.02663651,0.024385188,0.025031066
2375,2026-08-10,-0.3114128,-0.4342348,-0.30444288,0.06933102,0.09406416,0.098089986
2376,2026-08-10,-0.13348016,-0.16872133,-0.15328915,0.025818799,0.03990764,0.037534643
2377,2026-08-10,-0.0365571,-0.08539508,-0.04997898,0.022639018,0.029414592,0.036443766
